#818579238e2684f160b05b8dbe227f2fd55f1a261fd96361aaf1b1c5590b928e530399998933762f99df44d2e759d8200ece49a707b02f24d1f73b6d5c725cb7e96fe500ba97364145abaae73c
blockZC, 0, , 1, 356, 506, 200, 132
blockZD, 0, , 1, 544, 179, 76, 200
ceilingblocksL, 0, , 1, 2, 684, 350, 94
ceilingblocksM, 0, , 1, 2, 877, 400, 52
ceilingblocksN, 0, , 1, 2, 933, 400, 52
ceilingblocksO, 0, , 1, 406, 923, 290, 71
ceilingblocksP, 0, , 1, 544, 383, 100, 94
ceilingblocksQ, 0, , 1, 356, 642, 100, 222
ceilingblocksR, 0, , 1, 460, 642, 80, 276
ceilingblocksS, 0, , 1, 544, 2, 100, 173
statue, 0, , 1, 2, 326, 300, 186
statueA, 0, , 1, 2, 782, 300, 91
statueB, 0, , 1, 624, 179, 60, 87
statueC, 0, , 1, 544, 706, 20, 79
statueD, 0, , 1, 624, 270, 35, 88
statueE, 0, , 1, 544, 642, 50, 60
statueF, 0, , 1, 2, 2, 465, 320
statueG, 0, , 1, 2, 516, 350, 164
totem, 0, , 1, 471, 2, 64, 500
